Place Name,CSOED,PD,LUX
"207 Gowlane, Co. Cork",18207,33.4,-13.151612936
"208 Greenville, Co. Cork",18208,16.5,-13.74489859
"209 Inchigeelagh, Co. Cork",18209,21.4,-13.572880856
"210 Kilberrihert, Co. Cork",18210,14,-13.83266274
"211 Kilcullen, Co. Cork",18211,24.6,-13.460542744
"212 Cill na Martra, Co. Cork",18212,24.8,-13.453521612
"213 Macloneigh, Co. Cork",18213,32,-13.20076086
"214 Magourney, Co. Cork",18214,50.7,-12.544285018
"215 Mashanaglass, Co. Cork",18215,31.9,-13.204271426
"216 Mountrivers, Co. Cork",18216,19.6,-13.636071044
"217 Rahalisk, Co. Cork",18217,12.3,-13.892342362
"218 An Sliabh Riabhach, Co. Cork",18218,18.2,-13.685218968
"219 Na hUl�in, Co. Cork",18219,19.1,-13.653623874
"220 Warrenscourt, Co. Cork",18220,29.5,-13.28852501
"221 Ardskeagh, Co. Cork",18221,22.2,-13.544796328
"222 Ballyclogh, Co. Cork",18222,26.9,-13.379799726
"223 Ballynamona, Co. Cork",18223,24.2,-13.474585008
"224 Buttevant, Co. Cork",18224,50.9,-12.537263886
"225 Caherduggan, Co. Cork",18225,38.5,-12.97257407
"226 Carrig, Co. Cork",18226,19.9,-13.625539346
"227 Churchtown, Co. Cork",18227,29.6,-13.285014444
"228 Clenor, Co. Cork",18228,16.7,-13.737877458
"229 Doneraile, Co. Cork",18229,57.3,-12.312587662
"230 Dromore, Co. Cork",18230,50.4,-12.554816716
"231 Imphrick, Co. Cork",18231,14.5,-13.81510991
"232 Kilmaclenine, Co. Cork",18232,30.3,-13.260440482
"233 Kilshannig, Co. Cork",18233,18.9,-13.660645006
"234 Liscarroll, Co. Cork",18234,31.3,-13.225334822
"235 Mallow Rural, Co. Cork",18235,141.1,-9.370733354
"236 Milltown, Co. Cork",18236,19.3,-13.646602742
"237 Monanimy, Co. Cork",18237,23,-13.5167118
"238 Rahan, Co. Cork",18238,22.9,-13.520222366
"239 Rathluirc, Co. Cork",18239,228.3,-6.309519802
"240 Shanballymore, Co. Cork",18240,28.8,-13.313098972
"241 Skahanagh, Co. Cork",18241,6.9,-14.081912926
"242 Springfort, Co. Cork",18242,30.2,-13.263951048
"243 Streamhill, Co. Cork",18243,5.1,-14.145103114
"244 Templemary, Co. Cork",18244,17.9,-13.695750666
"245 Wallstown, Co. Cork",18245,16.7,-13.737877458
"246 Ballintemple, Co. Cork",18246,27.3,-13.365757462
"247 Ballycottin, Co. Cork",18247,97.2,-10.911871828
"248 Ballyspillane, Co. Cork",18248,26.5,-13.39384199
"249 Carrigtohill, Co. Cork",18249,160.3,-8.696704682
"250 Castlemartyr, Co. Cork",18250,45.2,-12.737366148
"251 Clonmult, Co. Cork",18251,15.8,-13.769472552
"252 Cloyne, Co. Cork",18252,146.1,-9.195205054
"253 Corkbeg, Co. Cork",18253,140.1,-9.405839014
"254 Dangan, Co. Cork",18254,20,-13.62202878
"255 Dungourney, Co. Cork",18255,32.3,-13.190229162
"256 Garryvoe, Co. Cork",18256,40.2,-12.912894448
"257 Ightermurragh, Co. Cork",18257,93.1,-11.055805034
"258 Inch, Co. Cork",18258,23.6,-13.495648404
"259 Lisgoold, Co. Cork",18259,34.8,-13.102465012
"260 Midleton Rural, Co. Cork",18260,251.6,-5.491557924
"261 Mogeely, Co. Cork",18261,38.9,-12.958531806
"262 Rostellan, Co. Cork",18262,76,-11.65611182
"263 Templebodan, Co. Cork",18263,21.1,-13.583412554
"264 Templenacarriga, Co. Cork",18264,23,-13.5167118
"265 Caherbarnagh, Co. Cork",18265,10.8,-13.945000852
"266 Coomlogane, Co. Cork",18266,18.7,-13.667666138
"267 Crinnaloo, Co. Cork",18267,10.1,-13.969574814
"268 Cullen, Co. Cork",18268,24.5,-13.46405331
"269 Derragh, Co. Cork",18269,18.1,-13.688729534
"270 Doonasleen, Co. Cork",18270,25.1,-13.442989914
"271 Drishane, Co. Cork",18271,61.9,-12.151101626
"272 Keale, Co. Cork",18272,17.7,-13.702771798
"273 Kilcorney, Co. Cork",18273,15.8,-13.769472552
"274 Knocknagree, Co. Cork",18274,23.1,-13.513201234
"275 Rathcool, Co. Cork",18275,31.4,-13.221824256
"276 Skagh, Co. Cork",18276,18.3,-13.681708402
"277 Ballyarthur, Co. Cork",18277,22,-13.55181746
"278 Derryvillane, Co. Cork",18278,21.2,-13.579901988
"279 Farahy, Co. Cork",18279,25.3,-13.435968782
"280 Kildorrery, Co. Cork",18280,41.7,-12.860235958
"281 Kilgullane, Co. Cork",18281,16,-13.76245142
"282 Kilphelan, Co. Cork",18282,24.6,-13.460542744
"283 Marshalstown, Co. Cork",18283,29.9,-13.274482746
"284 Mitchelstown, Co. Cork",18284,84,-11.37526654
"285 Templemolaga, Co. Cork",18285,17.3,-13.716814062
"286 Aghadown North, Co. Cork",18286,22.9,-13.520222366
"287 Aghadown South, Co. Cork",18287,27.7,-13.351715198
"288 Bredagh, Co. Cork",18288,32.8,-13.172676332
"289 Caheragh, Co. Cork",18289,12.8,-13.874789532
"290 Cl�ire, Co. Cork",18290,20.4,-13.607986516
"291 Carrigbaun, Co. Cork",18291,16.8,-13.734366892
"292 Castlehaven North, Co. Cork",18292,30.8,-13.242887652
"293 Castlehaven South, Co. Cork",18293,26.5,-13.39384199
"294 Cloghdonnell, Co. Cork",18294,15.3,-13.787025382
"295 Cloonkeen, Co. Cork",18295,18.7,-13.667666138
"296 Drinagh, Co. Cork",18296,20.5,-13.60447595
"297 Dromdaleague North, Co. Cork",18297,12,-13.90287406
"298 Dromdaleague South, Co. Cork",18298,31.2,-13.228845388
"299 Garranes, Co. Cork",18299,16.6,-13.741388024
"300 Gortnascreeny, Co. Cork",18300,18.3,-13.681708402
"301 Kilfaughnabeg, Co. Cork",18301,45.1,-12.740876714
"302 Killeenleagh, Co. Cork",18302,21.4,-13.572880856
"303 Knockskagh, Co. Cork",18303,27.5,-13.35873633
"304 Myross, Co. Cork",18304,51.8,-12.505668792
"305 Shreelane, Co. Cork",18305,19.9,-13.625539346
"306 Skibbereen Rural, Co. Cork",18306,40.7,-12.895341618
"307 Tullagh, Co. Cork",18307,42.1,-12.846193694
"308 Woodfort, Co. Cork",18308,19.9,-13.625539346
"309 Ballybane, Co. Cork",18309,10.2,-13.966064248
"310 Ballydehob, Co. Cork",18310,29.9,-13.274482746
"311 Coolagh, Co. Cork",18311,12,-13.90287406
"312 Crookhaven, Co. Cork",18312,9.2,-14.001169908
"313 Dunbeacon, Co. Cork",18313,6.9,-14.081912926
"314 Dunmanus, Co. Cork",18314,9.9,-13.976595946
"315 Goleen, Co. Cork",18315,12.9,-13.871278966
"316 Kilcoe, Co. Cork",18316,16.9,-13.730856326
"317 Lowertown, Co. Cork",18317,18.7,-13.667666138
"318 Skull, Co. Cork",18318,61.9,-12.151101626
"319 Toormore, Co. Cork",18319,11.9,-13.906384626
"320 Ardagh, Co. Cork",18320,21,-13.58692312
"321 Clonpriest, Co. Cork",18321,37.9,-12.993637466
"322 Kilcronat, Co. Cork",18322,8.7,-14.018722738
"323 Killeagh, Co. Cork",18323,65.5,-12.02472125
"324 Kilmacdonogh, Co. Cork",18324,39.1,-12.951510674
"325 Youghal Rural (Part Rural), Co. Cork",18325,81.6,-11.459520124
"001 Killarney Urban, Co. Kerry",19001,1467.7,37.200435202
"002 Listowel Urban, Co. Kerry",19002,673,9.3019672
"003 Tralee Urban, Co. Kerry",19003,2163.9,61.640995694
"004 Na Beathacha, Co. Kerry",19004,5.1,-14.145103114
"005 Baile an Sceilg, Co. Kerry",19005,12.8,-13.874789532
"006 An Baile Breac, Co. Kerry",19006,2.9,-14.222335566
"007 Caher, Co. Kerry",19007,41.4,-12.870767656
"008 Cathair D�nall, Co. Kerry",19008,14.7,-13.808088778
"009 Ceann�igh / M�istir Gaoithe, Co. Kerry",19009/19020,6.7,-14.088934058
"010 Castlequin, Co. Kerry",19010,10.9,-13.941490286
"012 Curraghbeg, Co. Kerry",19012,4.9,-14.152124246
"013 Doire Fh�on�in, Co. Kerry",19013,6.3,-14.102976322
"014 Doire Ianna / Cloon, Co. Kerry",19014/19011,4.3,-14.173187642
"015 An tImleach, Co. Kerry",19015,24.5,-13.46405331
"016 Glanbehy, Co. Kerry",19016,18,-13.6922401
"017 Killinane, Co. Kerry",19017,5,-14.14861368
"018 Lickeen, Co. Kerry",19018,2.9,-14.222335566
"019 Loch Lu�och, Co. Kerry",19019,14.6,-13.811599344
"021 Maum, Co. Kerry",19021,6.6,-14.092444624
"022 Portmagee, Co. Kerry",19022,24.7,-13.457032178
"023 Toghroinn Fh�on�in, Co. Kerry",19023,11.2,-13.930958588
"024 Teeranearagh, Co. Kerry",19024,10.7,-13.948511418
"025 Valencia, Co. Kerry",19025,25,-13.44650048
"026 Ballinvoher, Co. Kerry",19026,23,-13.5167118
"027 An Baile Dubh, Co. Kerry",19027,3.5,-14.20127217
"028 Ballynacourty, Co. Kerry",19028,12.9,-13.871278966
"029 C� Bhr�anainn, Co. Kerry",19029,6.6,-14.092444624
"030 Castlegregory, Co. Kerry",19030,42.1,-12.846193694
"031 An Cloch�n, Co. Kerry",19031,6.8,-14.085423492
"032 Deelis, Co. Kerry",19032,10.6,-13.952021984
"033 An Daingean, Co. Kerry",19033,769.4,12.686152824
"034 D�n Chaoin, Co. Kerry",19034,9.7,-13.983617078
"035 D�n Urlann, Co. Kerry",19035,24,-13.48160614
"036 Na Gleannta, Co. Kerry",19036,29.8,-13.277993312
"037 Inch, Co. Kerry",19037,6.8,-14.085423492
"038 Cill Maoilch�adair, Co. Kerry",19038,24,-13.48160614
"039 Cill Chu�in, Co. Kerry",19039,10.9,-13.941490286
"040 Cinn Aird, Co. Kerry",19040,12.1,-13.899363494
"041 Lack, Co. Kerry",19041,11.8,-13.909895192
"042 M�rthain, Co. Kerry",19042,18.5,-13.67468727
"043 An Mhin Aird, Co. Kerry",19043,15,-13.79755708
"044 An Sr�idbhaile, Co. Kerry",19044,13.1,-13.864257834
"045 Ceann Tr�, Co. Kerry",19045,17.5,-13.70979293
"046 Ardea, Co. Kerry",19046,5.4,-14.134571416
"047 Banawn, Co. Kerry",19047,3.4,-14.204782736
"048 Cappagh, Co. Kerry",19048,10.3,-13.962553682
"049 Castlecove, Co. Kerry",19049,4.7,-14.159145378
"050 Dawros, Co. Kerry",19050,11.5,-13.92042689
"051 Dromore, Co. Kerry",19051,13.5,-13.85021557
"052 Glanlee, Co. Kerry",19052,2.8,-14.225846132
"053 Glanlough, Co. Kerry",19053,3.3,-14.208293302
"054 Glanmore, Co. Kerry",19054,3.2,-14.211803868
"055 Greenane, Co. Kerry",19055,7.7,-14.053828398
"056 Kenmare, Co. Kerry",19056,58,-12.2880137
"057 Kilgarvan, Co. Kerry",19057,9.9,-13.976595946
"058 Loughbrin, Co. Kerry",19058,2.4,-14.239888396
"059 Reen, Co. Kerry",19059,7.4,-14.064360096
"060 Sneem, Co. Kerry",19060,12.1,-13.899363494
"061 Tahilla, Co. Kerry",19061,4.3,-14.173187642
"062 Aghadoe, Co. Kerry",19062,81.6,-11.459520124
"063 Aglish, Co. Kerry",19063,49.7,-12.579390678
"064 Ballyhar, Co. Kerry",19064,21.2,-13.579901988
"065 Brewsterfield, Co. Kerry",19065,27.5,-13.35873633
"066 Caragh, Co. Kerry",19066,29.7,-13.281503878
"067 Churchtown, Co. Kerry",19067,18.1,-13.688729534
"068 Clydagh, Co. Kerry",19068,2,-14.25393066
"069 Coolies, Co. Kerry",19069,29.4,-13.292035576
"070 Coom, Co. Kerry",19070,28.1,-13.337672934
"071 Curraghmore, Co. Kerry",19071,6.3,-14.102976322
"072 Currans, Co. Kerry",19072,27.1,-13.372778594
"073 Doocarrig, Co. Kerry",19073,17.5,-13.70979293
"074 Dromin, Co. Kerry",19074,38.3,-12.979595202
"075 Dunloe, Co. Kerry",19075,20.9,-13.590433686
"076 Flesk, Co. Kerry",19076,6.9,-14.081912926
"077 Headfort, Co. Kerry",19077,41.5,-12.86725709
"078 Kilbonane, Co. Kerry",19078,37.6,-13.004169164
"079 Kilcummin, Co. Kerry",19079,54.5,-12.41088351
"080 Kilfelim, Co. Kerry",19080,21.6,-13.565859724
"081 Kilgobnet, Co. Kerry",19081,31.2,-13.228845388
"082 Killarney Rural (Part Urban), Co. Kerry",19082,133.2,-9.648068068
"083 Killeentierna, Co. Kerry",19083,26.3,-13.400863122
"084 Killorglin, Co. Kerry",19084,125.1,-9.932423914
"085 Kilnanare, Co. Kerry",19085,27,-13.37628916
"086 Knocknahoe, Co. Kerry",19086,19,-13.65713444
"087 Lahard, Co. Kerry",19087,41.1,-12.881299354
"088 Milltown, Co. Kerry",19088,77.9,-11.589411066
"089 Molahiffe, Co. Kerry",19089,44.7,-12.754918978
"090 Muckross (Part Urban), Co. Kerry",19090,9,-14.00819104
"091 Rathmore, Co. Kerry",19091,46.4,-12.695239356
"092 Rockfield, Co. Kerry",19092,45.9,-12.712792186
"093 Ardagh, Co. Kerry",19093,43.6,-12.793535204
"094 Astee, Co. Kerry",19094,21.2,-13.579901988
"095 Ballincloher, Co. Kerry",19095,37.3,-13.014700862
"096 Ballyconry, Co. Kerry",19096,38.2,-12.983105768
"097 Ballyduff, Co. Kerry",19097,69.8,-11.873766912
"098 Ballyegan, Co. Kerry",19098,8.9,-14.011701606
"099 Ballyhorgan, Co. Kerry",19099,23.6,-13.495648404
"100 Beal, Co. Kerry",19100,18.2,-13.685218968
"101 Carrig, Co. Kerry",19101,33.8,-13.137570672
"102 Causeway, Co. Kerry",19102,56.7,-12.333651058
"103 Cloontubbrid, Co. Kerry",19103,25.8,-13.418415952
"104 Drommartin, Co. Kerry",19104,30.9,-13.239377086
"105 Duagh, Co. Kerry",19105,38.4,-12.976084636
"106 Ennismore, Co. Kerry",19106,32.7,-13.176186898
"107 Gullane, Co. Kerry",19107,16.1,-13.758940854
"108 Gunsborough, Co. Kerry",19108,22.9,-13.520222366
"109 Kilfeighny, Co. Kerry",19109,25.8,-13.418415952
"110 Killehenny, Co. Kerry",19110,99,-10.84868164
"111 Killury, Co. Kerry",19111,27,-13.37628916
"112 Kilmeany, Co. Kerry",19112,30.1,-13.267461614
"113 Kilshenane, Co. Kerry",19113,6.8,-14.085423492
"114 Kiltomy, Co. Kerry",19114,26.2,-13.404373688
"115 Leitrim, Co. Kerry",19115,28,-13.3411835
"116 Lislaughtin, Co. Kerry",19116,23.3,-13.506180102
"117 Lisselton, Co. Kerry",19117,17.8,-13.699261232
"118 Listowel Rural, Co. Kerry",19118,56.7,-12.333651058
"119 Lixnaw, Co. Kerry",19119,91.9,-11.097931826
"120 Moynsha, Co. Kerry",19120,25.8,-13.418415952
"121 Newtownsandes, Co. Kerry",19121,27.6,-13.355225764
"122 Rathea, Co. Kerry",19122,17.7,-13.702771798
"123 Shronowen, Co. Kerry",19123,15.8,-13.769472552
"124 Tarbert, Co. Kerry",19124,45.1,-12.740876714
"125 Tarmon, Co. Kerry",19125,23.7,-13.492137838
"126 Trienearagh, Co. Kerry",19126,16.1,-13.758940854
"127 Urlee, Co. Kerry",19127,30.1,-13.267461614
"128 Abbeydorney, Co. Kerry",19128,44.9,-12.747897846
"129 Arabela, Co. Kerry",19129,52.3,-12.488115962
"130 Ardfert, Co. Kerry",19130,122.6,-10.020188064
"131 Ballyegan, Co. Kerry",19131,27.5,-13.35873633
"132 Ballyheige, Co. Kerry",19132,64.7,-12.052805778
"133 Ballynahaglish, Co. Kerry",19133,84.9,-11.343671446
"134 Ballynorig, Co. Kerry",19134,28.9,-13.309588406
"135 Ballyseedy, Co. Kerry",19135,88,-11.2348439
"136 Banna, Co. Kerry",19136,36.5,-13.04278539
"137 Baurtregaum, Co. Kerry",19137,14.6,-13.811599344
"138 Blennerville (Part Urban), Co. Kerry",19138,51,-12.53375332
"139 Boolteens, Co. Kerry",19139,22.6,-13.530754064
"140 Brosna, Co. Kerry",19140,29.7,-13.281503878
"141 Carker, Co. Kerry",19141,19.2,-13.650113308
"142 Castleisland, Co. Kerry",19142,92.4,-11.080378996
"143 Clogherbrien, Co. Kerry",19143,65.7,-12.017700118
"144 Cordal, Co. Kerry",19144,11.8,-13.909895192
"145 Crinny, Co. Kerry",19145,17.3,-13.716814062
"146 Derreen, Co. Kerry",19146,8.9,-14.011701606
"147 Doon, Co. Kerry",19147,67.2,-11.965041628
"148 Gneeves, Co. Kerry",19148,15.1,-13.794046514
"149 Kerryhead, Co. Kerry",19149,26.5,-13.39384199
"150 Kilflyn, Co. Kerry",19150,13.6,-13.846705004
"151 Kilgarrylander, Co. Kerry",19151,19.6,-13.636071044
"152 Kilgobban, Co. Kerry",19152,8.2,-14.036275568
"153 Killahan, Co. Kerry",19153,24.2,-13.474585008
"154 Kilmurry, Co. Kerry",19154,11.7,-13.913405758
"155 Kiltallagh, Co. Kerry",19155,29.8,-13.277993312
"156 Knockglass, Co. Kerry",19156,39.3,-12.944489542
"157 Knocknagashel, Co. Kerry",19157,17.3,-13.716814062
"158 Lackabaun, Co. Kerry",19158,15,-13.79755708
"159 Millbrook, Co. Kerry",19159,14.6,-13.811599344
"160 Mount Eagle, Co. Kerry",19160,4.8,-14.155634812
"161 Nohaval, Co. Kerry",19161,14.3,-13.822131042
"162 O'Brennan, Co. Kerry",19162,17,-13.72734576
"163 Ratass, Co. Kerry",19163,65.9,-12.010678986
"164 Scartaglin, Co. Kerry",19164,34.4,-13.116507276
"165 Tralee Rural (Part Urban), Co. Kerry",19165,647.2,8.396241172
"166 Tubrid, Co. Kerry",19166,33.9,-13.134060106
"001 Abbey A, Limerick City",20001,1901,52.41171768
"002 Abbey B, Limerick City",20002,2721.7,81.222932842
"003 Abbey C, Limerick City",20003,4831.2,155.278322612
"004 Abbey D, Limerick City",20004,4488.8,143.258144628
"005 Ballinacurra A, Limerick City",20005,1087.9,23.867305534
"006 Ballinacurra B, Limerick City",20006,2022.1,56.663013106
"007 Ballynanty, Limerick City",20007,2181.5,62.25885531
"008 Castle A, Limerick City",20008,3642.9,113.562266834
"009 Castle B, Limerick City",20009,3724.3,116.419867558
"010 Castle C, Limerick City",20010,2279.4,65.695699424
"011 Castle D, Limerick City",20011,2282.9,65.818569234
"012 Coolraine, Limerick City",20012,2950,89.23755502
"013 Custom House, Limerick City",20013,5206.9,168.467519074
"014 Dock A, Limerick City",20014,14758,503.7651883
"015 Dock B, Limerick City",20015,7063.2,233.634155732
"016 Dock C, Limerick City",20016,3469.8,107.485477088
"017 Dock D, Limerick City",20017,1341.3,32.763079778
"018 Farranshone, Limerick City",20018,3452.1,106.864106906
"019 Galvone A, Limerick City",20019,1938.6,53.731690496
"020 Galvone B, Limerick City",20020,1001.2,20.823644812
"021 Glentworth A, Limerick City",20021,2241.3,64.358173778
"022 Glentworth B, Limerick City",20022,4634.3,148.366018158
"023 Glentworth C, Limerick City",20023,2239.1,64.280941326
"024 John's A, Limerick City",20024,2066.9,58.235746674
"025 John's B, Limerick City",20025,3492.5,108.28237557
"026 John's C, Limerick City",20026,7259.3,240.518375658
"027 Killeely A, Limerick City",20027,3005,91.16836632
"028 Killeely B, Limerick City",20028,7075.4,234.062444784
"029 Market, Limerick City",20029,8757.5,293.11367547
"030 Prospect A, Limerick City",20030,4865.7,156.489467882
"031 Prospect B, Limerick City",20031,3570,111.00306422
"032 Rathbane, Limerick City",20032,2756.4,82.441099244
"033 St. Laurence, Limerick City",20033,1144.2,25.843754192
"034 Shannon A, Limerick City",20034,8181.7,272.899836442
"035 Shannon B, Limerick City",20035,4968.6,160.101840296
"036 Singland A, Limerick City",20036,5224.1,169.071336426
"037 Singland B, Limerick City",20037,3512,108.96693594
"065 Limerick North Rural, Limerick City",20065,754,12.14552566
"001 Abbeyville, Co. Limerick",21001,26.7,-13.386820858
"002 Adare North, Co. Limerick",21002,33.5,-13.14810237
"003 Adare South, Co. Limerick",21003,94.8,-10.996125412
"004 Ballingarry, Co. Limerick",21004,53.2,-12.456520868
"005 Ballyagran, Co. Limerick",21005,29.8,-13.277993312
"006 Ballygrennan, Co. Limerick",21006,18.2,-13.685218968
"007 Ballynabanoge, Co. Limerick",21007,22.6,-13.530754064
"008 Ballynoe, Co. Limerick",21008,20.2,-13.615007648
"009 Castletown, Co. Limerick",21009,17.9,-13.695750666
"010 Coolrus, Co. Limerick",21010,21.3,-13.576391422
"011 Crean, Co. Limerick",21011,28.9,-13.309588406
"012 Crecora, Co. Limerick",21012,32.6,-13.179697464
"013 Croom, Co. Limerick",21013,94.5,-11.00665711
"014 Dunnaman, Co. Limerick",21014,38.6,-12.969063504
"015 Fedamore, Co. Limerick",21015,64,-12.07737974
"016 Garrane, Co. Limerick",21016,26.4,-13.397352556
"017 Grange, Co. Limerick",21017,34.2,-13.123528408
"018 Kilfinny, Co. Limerick",21018,18.8,-13.664155572
"019 Kilpeacon, Co. Limerick",21019,32.3,-13.190229162
"020 Rathmore, Co. Limerick",21020,23.7,-13.492137838
"021 Fleanmore, Co. Limerick",21021,17.2,-13.720324628
"022 Glin, Co. Limerick",21022,48,-12.6390703
"023 Kilfergus, Co. Limerick",21023,15.6,-13.776493684
"024 Kilmoylan, Co. Limerick",21024,11.2,-13.930958588
"025 Ardpatrick, Co. Limerick",21025,18.3,-13.681708402
"026 Athlacca, Co. Limerick",21026,22.6,-13.530754064
"027 Ballymacshaneboy, Co. Limerick",21027,20,-13.62202878
"028 Bruff, Co. Limerick",21028,71.9,-11.800045026
"029 Bruree, Co. Limerick",21029,60.5,-12.20024955
"030 Bulgaden, Co. Limerick",21030,23.4,-13.502669536
"031 Cahercorney, Co. Limerick",21031,41.7,-12.860235958
"032 Colmanswell, Co. Limerick",21032,18.4,-13.678197836
"033 Darragh, Co. Limerick",21033,16.7,-13.737877458
"034 Dromin, Co. Limerick",21034,21.5,-13.56937029
"035 Emlygrennan, Co. Limerick",21035,30.3,-13.260440482
"036 Glenbrohane, Co. Limerick",21036,21.6,-13.565859724
"037 Griston, Co. Limerick",21037,19,-13.65713444
"038 Hospital, Co. Limerick",21038,60.1,-12.214291814
"039 Kilfinnane, Co. Limerick",21039,40.6,-12.898852184
"040 Kilflyn, Co. Limerick",21040,10.3,-13.962553682
"041 Kilmallock, Co. Limerick",21041,108.4,-10.518688436
"042 Kilteely, Co. Limerick",21042,32.6,-13.179697464
"043 Knockainy, Co. Limerick",21043,32,-13.20076086
"044 Knocklong, Co. Limerick",21044,47.1,-12.670665394
"045 Particles, Co. Limerick",21045,9.9,-13.976595946
"046 Rockhill, Co. Limerick",21046,18.9,-13.660645006
"047 Tobernea, Co. Limerick",21047,30.4,-13.256929916
"048 Uregare, Co. Limerick",21048,27,-13.37628916
"049 Abington, Co. Limerick",21049,56.7,-12.333651058
"050 Ballybricken, Co. Limerick",21050,61.7,-12.158122758
"051 Ballycummin, Co. Limerick",21051,952.1,19.099956906
"052 Ballysimon, Co. Limerick",21052,449.7,1.462873322
"053 Ballyvarra, Co. Limerick",21053,114.6,-10.301033344
"054 Caherconlish East, Co. Limerick",21054,25.9,-13.414905386
"055 Caherconlish West, Co. Limerick",21055,92.8,-11.066336732
"056 Caherelly, Co. Limerick",21056,32.3,-13.190229162
"057 Cappamore, Co. Limerick",21057,74.8,-11.698238612
"058 Carrig, Co. Limerick",21058,40.1,-12.916405014
"059 Castleconnell, Co. Limerick",21059,154,-8.91787034
"060 Clarina, Co. Limerick",21060,84.9,-11.343671446
"061 Clonkeen, Co. Limerick",21061,60.9,-12.186207286
"062 Doon West, Co. Limerick",21062,10.1,-13.969574814
"063 Glenstal, Co. Limerick",21063,34.6,-13.109486144
"064 Kilmurry, Co. Limerick",21064,35.1,-13.091933314
"066 Limerick South Rural, Co. Limerick",21066,308,-3.5115987
"067 Patrickswell, Co. Limerick",21067,116.4,-10.237843156
"068 Roxborough, Co. Limerick",21068,62.7,-12.123017098
"069 Anglesborough, Co. Limerick",21069,13.6,-13.846705004
"070 Ballylanders, Co. Limerick",21070,50.5,-12.55130615
"071 Cullane, Co. Limerick",21071,20,-13.62202878
"072 Duntryleague, Co. Limerick",21072,20.3,-13.611497082
"073 Galbally, Co. Limerick",21073,35.3,-13.084912182
"074 Kilbeheny, Co. Limerick",21074,9.4,-13.994148776
"075 Kilglass, Co. Limerick",21075,23.6,-13.495648404
"076 Knocknascrow, Co. Limerick",21076,13.7,-13.843194438
"077 Riversdale, Co. Limerick",21077,17.2,-13.720324628
"078 Abbeyfeale, Co. Limerick",21078,172.8,-8.257883932
"079 Ardagh, Co. Limerick",21079,37.7,-13.000658598
"080 Ballintober, Co. Limerick",21080,22.9,-13.520222366
"081 Ballynoe West, Co. Limerick",21081,25.8,-13.418415952
"082 Boola, Co. Limerick",21082,14.3,-13.822131042
"083 Broadford, Co. Limerick",21083,33.3,-13.155123502
"084 Caher, Co. Limerick",21084,27.4,-13.362246896
"085 Cleanglass, Co. Limerick",21085,13.5,-13.85021557
"086 Cloncagh, Co. Limerick",21086,17.8,-13.699261232
"087 Danganbeg, Co. Limerick",21087,22.3,-13.541285762
"088 Dromcolliher, Co. Limerick",21088,36.4,-13.046295956
"089 Dromtrasna, Co. Limerick",21089,31,-13.23586652
"090 Feenagh, Co. Limerick",21090,23.6,-13.495648404
"091 Garryduff, Co. Limerick",21091,17.7,-13.702771798
"092 Glenagower, Co. Limerick",21092,27.4,-13.362246896
"093 Glengort, Co. Limerick",21093,21,-13.58692312
"094 Glensharrold, Co. Limerick",21094,21.5,-13.56937029
"095 Kilmeedy, Co. Limerick",21095,24.4,-13.467563876
"096 Knockaderry, Co. Limerick",21096,34.4,-13.116507276
"097 Mahoonagh, Co. Limerick",21097,40.7,-12.895341618
"098 Monagay, Co. Limerick",21098,34.9,-13.098954446
"099 Mountcollins, Co. Limerick",21099,27.8,-13.348204632
"100 Mountplummer, Co. Limerick",21100,15.6,-13.776493684
"101 Newcastle Rural, Co. Limerick",21101,87.8,-11.241865032
"102 Newcastle Urban, Co. Limerick",21102,1613.6,42.322350996
"103 Port, Co. Limerick",21103,31.1,-13.232355954
"104 Rathronan, Co. Limerick",21104,23.1,-13.513201234
"105 Rooskagh, Co. Limerick",21105,13.5,-13.85021557
"106 Templeglentan, Co. Limerick",21106,33.4,-13.151612936
"107 Askeaton East, Co. Limerick",21107,43.2,-12.807577468
"108 Askeaton West, Co. Limerick",21108,82.8,-11.417393332
"109 Aughinish, Co. Limerick",21109,21,-13.58692312
"110 Ballyallinan, Co. Limerick",21110,18.7,-13.667666138
"111 Ballynacarriga, Co. Limerick",21111,54.7,-12.403862378
"112 Castletown, Co. Limerick",21112,32.4,-13.186718596
"113 Craggs, Co. Limerick",21113,19.5,-13.63958161
"114 Croagh, Co. Limerick",21114,34.9,-13.098954446
"115 Dromard, Co. Limerick",21115,33,-13.1656552
"116 Dunmoylan East, Co. Limerick",21116,20.6,-13.600965384
"117 Dunmoylan West, Co. Limerick",21117,7.7,-14.053828398
"118 Iveruss, Co. Limerick",21118,20.3,-13.611497082
"119 Kilcornan, Co. Limerick",21119,31.1,-13.232355954
"120 Kildimo, Co. Limerick",21120,50.8,-12.540774452
"121 Kilscannell, Co. Limerick",21121,24.9,-13.450011046
"122 Lismakeery, Co. Limerick",21122,20.6,-13.600965384
"123 Loghill, Co. Limerick",21123,29.6,-13.285014444
"124 Mohernagh, Co. Limerick",21124,22.7,-13.527243498
"125 Nantinan, Co. Limerick",21125,33.7,-13.141081238
"126 Pallaskenry, Co. Limerick",21126,86,-11.30505522
"127 Rathkeale Rural, Co. Limerick",21127,33.2,-13.158634068
"128 Rathkeale Urban, Co. Limerick",21128,228.9,-6.288456406
"129 Riddlestown, Co. Limerick",21129,27,-13.37628916
"130 Shanagolden, Co. Limerick",21130,77.5,-11.60345333
