 Electoral_Area,PD
"056 Kilcoole, Co. Wicklow",451.2
"057 Killiskey, Co. Wicklow",44.8
"058 Knockrath, Co. Wicklow",3.5
"059 Moneystown, Co. Wicklow",21.9
"060 Newcastle Lower, Co. Wicklow",94.4
"061 Newcastle Upper, Co. Wicklow",148.5
"062 Oldtown, Co. Wicklow",32.9
"063 Rathdrum, Co. Wicklow",68.4
"064 Togher, Co. Wicklow",67.6
"065 Trooperstown, Co. Wicklow",16.7
"066 Wicklow Rural, Co. Wicklow",246.1
"067 Aghowle, Co. Wicklow",14.6
"068 Ballingate, Co. Wicklow",18.9
"069 Ballinglen, Co. Wicklow",12
"070 Ballybeg, Co. Wicklow",10
"071 Carnew, Co. Wicklow",71.5
"072 Coolattin, Co. Wicklow",17.9
"073 Coolballintaggart, Co. Wicklow",12.1
"074 Coolboy, Co. Wicklow",36.3
"075 Cronelea, Co. Wicklow",13
"076 Kilballyowen, Co. Wicklow",19.9
"077 Killinure, Co. Wicklow",19.5
"078 Kilpipe, Co. Wicklow",14.5
"079 Money, Co. Wicklow",9.5
"080 Rath, Co. Wicklow",17.3
"081 Shillelagh, Co. Wicklow",37.5
"082 Tinahely, Co. Wicklow",37.3
"001 Ennis No. 1 Urban, Co. Clare",2184.7
"002 Ennis No. 2 Urban, Co. Clare",4132.6
"003 Ennis No. 3 Urban, Co. Clare",817.3
"004 Ennis No. 4 Urban, Co. Clare",2947.4
"005 Kilrush Urban, Co. Clare",481.2
"006 Abbey, Co. Clare",18.3
"007 Carran, Co. Clare",3.3
"008 Castletown, Co. Clare",3.2
"009 Derreen, Co. Clare",5.9
"010 Drumcreehy, Co. Clare",20.2
"011 Gleninagh, Co. Clare",5.5
"012 Lisdoonvarna, Co. Clare",73.7
"013 Mountelva, Co. Clare",2.9
"014 Noughaval, Co. Clare",4.5
"015 Oughtmama, Co. Clare",3.1
"016 Rathborney, Co. Clare",3.1
"017 Ballyeighter, Co. Clare",7
"018 Boston, Co. Clare",6.2
"019 Corrofin, Co. Clare",42.6
"020 Glenroe, Co. Clare",4.8
"021 Killinaboy, Co. Clare",11.2
"022 Kiltoraght, Co. Clare",10.2
"023 Muckanagh, Co. Clare",9.8
"024 Rath, Co. Clare",16.3
"025 Ruan, Co. Clare",26.5
"026 Clareabbey (Part Urban), Co. Clare",116.6
"027 Clenagh, Co. Clare",332.1
"028 Crusheen, Co. Clare",34.5
"029 Doora (Part Urban), Co. Clare",64.9
"030 Drumline, Co. Clare",68.8
"031 Dysert, Co. Clare",18.5
"032 Ennis Rural (Part Urban), Co. Clare",623.3
"033 Furroor, Co. Clare",7.6
"034 Kilcloher, Co. Clare",28.3
"035 Killanniv, Co. Clare",29.2
"036 Killone, Co. Clare",38.9
"037 Kilnamona, Co. Clare",33.7
"038 Kilraghtis, Co. Clare",36
"039 Kinturk, Co. Clare",13.3
"040 Newmarket, Co. Clare",109.2
"041 Sixmilebridge, Co. Clare",173.1
"042 Spancelhill (Part Urban), Co. Clare",38.1
"043 Templemaley, Co. Clare",56.4
"044 Tomfinlough, Co. Clare",32.6
"045 Urlan, Co. Clare",53.2
"046 Annagh, Co. Clare",18.1
"047 Ballagh, Co. Clare",13.3
"048 Ballyea, Co. Clare",24.7
"049 Ballysteen, Co. Clare",19.4
"050 Ballyvaskin, Co. Clare",19.2
"051 Cloghaun, Co. Clare",12
"052 Cloonanaha, Co. Clare",10.5
"053 Clooney, Co. Clare",15.8
"054 Ennistimon, Co. Clare",90.8
"055 Formoyle, Co. Clare",8.9
"056 Kilfenora, Co. Clare",16.7
"057 Killaspuglonane, Co. Clare",19.7
"058 Killilagh, Co. Clare",33.6
"059 Kilshanny, Co. Clare",16.5
"060 Liscannor, Co. Clare",26.4
"061 Lurraga, Co. Clare",17.4
"062 Magherareagh, Co. Clare",12
"063 Milltown Malbay, Co. Clare",88.6
"064 Moy, Co. Clare",27.1
"065 Smithstown, Co. Clare",11.4
"066 Ballynacally, Co. Clare",18.2
"067 Clondagad, Co. Clare",24.8
"068 Coolmeen, Co. Clare",10.9
"069 Kilchreest, Co. Clare",17.3
"070 Kilfiddane, Co. Clare",12.1
"071 Killadysert, Co. Clare",24
"072 Killofin, Co. Clare",14
"073 Kilmurry, Co. Clare",15.6
"074 Liscasey, Co. Clare",21.9
"075 Lisheen, Co. Clare",34
"076 Rinealon, Co. Clare",13
"077 Cahermurphy, Co. Clare",11.6
"078 Cloonadrum, Co. Clare",26.5
"079 Clooncoorha, Co. Clare",17.6
"080 Cooraclare, Co. Clare",23.8
"081 Creegh, Co. Clare",21.2
"082 Doonbeg, Co. Clare",36.4
"083 Drumellihy, Co. Clare",16.2
"084 Einagh, Co. Clare",21.2
"085 Glenmore, Co. Clare",10.3
"086 Kilballyowen, Co. Clare",9.7
"087 Kilfearagh, Co. Clare",18.1
"088 Kilkee, Co. Clare",175.6
"089 Killard, Co. Clare",15.6
"090 Killimer, Co. Clare",21.1
"091 Kilmihil, Co. Clare",29.2
"092 Kilmurry, Co. Clare",41.4
"093 Kilrush Rural, Co. Clare",21.9
"094 Knock, Co. Clare",11.4
"095 Knocknaboley, Co. Clare",9.6
"096 Knocknagore, Co. Clare",10.6
"097 Moveen, Co. Clare",8.9
"098 Moyarta, Co. Clare",11
"099 Mullagh, Co. Clare",11.6
"100 Querrin, Co. Clare",17.3
"101 Rahona, Co. Clare",17.4
"102 St. Martin's, Co. Clare",10.3
"103 Tullig, Co. Clare",7
"104 Tullycreen, Co. Clare",12.8
"105 Ballycannan, Co. Clare",103.5
"106 Ballyglass, Co. Clare",397.9
"107 Cappavilla, Co. Clare",100
"108 Castlecrine, Co. Clare",24.9
"109 Cloghera, Co. Clare",28.1
"110 Cloontra, Co. Clare",11.5
"111 Cratloe, Co. Clare",73.2
"112 Fahymore, Co. Clare",16.1
"113 Killeely, Co. Clare",52.6
"114 Killokennedy, Co. Clare",6
"115 Kilseily, Co. Clare",27
"116 Kiltenanlea, Co. Clare",92
"117 Lackareagh, Co. Clare",8.8
"118 Mountievers, Co. Clare",62.1
"119 O'Briensbridge, Co. Clare",53.5
"120 Ayle, Co. Clare",19
"121 Boherglass, Co. Clare",17
"122 Caherhurley, Co. Clare",14.9
"123 Cahermurphy, Co. Clare",3.1
"124 Cappaghabaun, Co. Clare",4.6
"125 Carrowbaun, Co. Clare",6.5
"126 Cloonusker, Co. Clare",7.4
"127 Coolreagh, Co. Clare",13.4
"128 Corlea, Co. Clare",6.1
"129 Derrynagittagh, Co. Clare",12.6
"130 Drummaan, Co. Clare",21.2
"131 Feakle, Co. Clare",21.2
"132 Inishcaltra North, Co. Clare",13.1
"133 Inishcaltra South, Co. Clare",19.6
"134 Killaloe, Co. Clare",112.1
"135 Mountshannon, Co. Clare",25.7
"136 Ogonnelloe, Co. Clare",27.3
"137 Scarriff, Co. Clare",46.2
"138 Ballyblood, Co. Clare",14.6
"139 Ballynahinch, Co. Clare",14.1
"140 Caher, Co. Clare",8.1
"141 Clooney, Co. Clare",27.4
"142 Dangan, Co. Clare",14.7
"143 Glendree, Co. Clare",9.7
"144 Kilkishen, Co. Clare",49.4
"145 Killanena, Co. Clare",7.3
"146 Killuran, Co. Clare",19.3
"147 Kiltannon, Co. Clare",10.6
"148 Kyle, Co. Clare",18.9
"149 Loughea, Co. Clare",6.8
"150 Newgrove, Co. Clare",12.6
"151 Quin, Co. Clare",80.9
"152 Rathclooney, Co. Clare",11.1
"153 Rossroe, Co. Clare",47.4
"154 Toberbreeda, Co. Clare",10.6
"155 Tulla, Co. Clare",56.7
"001 Ballinlough A, Cork City",4860.7
"002 Ballinlough B, Cork City",3615.5
"003 Ballinlough C, Cork City",2774.4
"004 Ballyphehane A, Cork City",5758.6
"005 Ballyphehane B, Cork City",1903.8
"006 Bishopstown A, Cork City",1451.2
"007 Bishopstown B, Cork City",2028.5
"008 Bishopstown C, Cork City",2963.9
"009 Bishopstown D, Cork City",2503.8
"010 Bishopstown E, Cork City",3242.3
"011 Blackpool A, Cork City",4502
"012 Blackpool B, Cork City",4177.2
"013 Browningstown, Cork City",2889.7
"014 Centre A, Cork City",3061.3
"015 Centre B, Cork City",7939.7
"016 Churchfield, Cork City",5536.3
"017 City Hall A, Cork City",4087.5
"018 City Hall B, Cork City",4218.3
"019 Commons, Cork City",765.2
"020 Evergreen, Cork City",7134.6
"021 Fair Hill A, Cork City",4824.5
"022 Fair Hill B, Cork City",4090.5
"023 Fair Hill C, Cork City",4326.5
"024 Farranferris A, Cork City",8177.8
"025 Farranferris B, Cork City",6535.7
"026 Farranferris C, Cork City",1937.1
"027 Gillabbey A, Cork City",7961.7
"028 Gillabbey B, Cork City",4408.9
"029 Gillabbey C, Cork City",5481
"030 Glasheen A, Cork City",3112.8
"031 Glasheen B, Cork City",4973.9
"032 Glasheen C, Cork City",4900.8
"033 Greenmount, Cork City",7174.8
"034 Gurranebraher A, Cork City",9449.4
"035 Gurranebraher B, Cork City",7987.9
"036 Gurranebraher C, Cork City",8266.7
"037 Gurranebraher D, Cork City",11194.5
"038 Gurranebraher E, Cork City",8188.2
"039 Knocknaheeny, Cork City",3380.5
"040 Knockrea A, Cork City",3454
"041 Knockrea B, Cork City",764.8
"042 Mahon A, Cork City",3401.3
"043 Mahon B, Cork City",1618.6
"044 Mahon C, Cork City",3353.4
"045 Mardyke, Cork City",2461
"046 Mayfield, Cork City",4058.6
"047 Montenotte A, Cork City",5011.1
"048 Montenotte B, Cork City",3238.1
"049 Pouladuff A, Cork City",4420.9
"050 Pouladuff B, Cork City",3375.2
"051 St. Patrick's A, Cork City",4399.5
"052 St. Patrick's B, Cork City",4562.9
"053 St. Patrick's C, Cork City",8556.2
"054 Shanakiel, Cork City",2840.4
"055 Shandon A, Cork City",9768.1
"056 Shandon B, Cork City",14587.2
"057 South Gate A, Cork City",11079.7
"058 South Gate B, Cork City",13616.4
"059 Sundays Well A, Cork City",2221.6
"060 Sundays Well B, Cork City",5188.4
"061 The Glen A, Cork City",2965.9
"062 The Glen B, Cork City",4753.6
"063 The Lough, Cork City",5750.1
"064 Tivoli A, Cork City",1794.9
"065 Tivoli B, Cork City",1885.9
"066 Togher A, Cork City",3085.6
"067 Togher B, Cork City",5758.1
"068 Tramore A, Cork City",2967.6
"069 Tramore B, Cork City",3350.8
"070 Tramore C, Cork City",2533.4
"071 Turners Cross A, Cork City",4416.6
"072 Turners Cross B, Cork City",7005.9
"073 Turners Cross C, Cork City",3503.9
"074 Turners Cross D, Cork City",1829
"001 Clonakilty Urban, Co. Cork",885.5
"002 Cobh Urban, Co. Cork",2741.9
"003 Fermoy Urban, Co. Cork",1840.7
"004 Kinsale Urban, Co. Cork",2176.7
"005 Macroom Urban, Co. Cork",376.7
"006 Mallow North Urban, Co. Cork",1596.8
"007 Mallow South Urban, Co. Cork",1097.5
"008 Midleton Urban, Co. Cork",2547.6
"009 Skibbereen Urban, Co. Cork",669.7
"010 Youghal Urban, Co. Cork",1462.3
"011 Ballinadee, Co. Cork",30.8
"012 Ballygroman, Co. Cork",92.7
"013 Ballymodan, Co. Cork",159.2
"014 Ballymurphy, Co. Cork",69.1
"015 Bandon, Co. Cork",2520.2
"016 Baurleigh, Co. Cork",28.3
"017 Bengour, Co. Cork",17.7
"018 Boulteen, Co. Cork",31.4
"019 Brinny, Co. Cork",31.1
"020 Cashel, Co. Cork",28
"021 Inishannon, Co. Cork",99.3
"022 Kilbonane, Co. Cork",63.8
"023 Kilbrittain, Co. Cork",45.1
"024 Kilbrogan, Co. Cork",68.1
"025 Knockavilly, Co. Cork",31
"026 Knockroe, Co. Cork",35.7
"027 Moviddy, Co. Cork",46.1
"028 Murragh, Co. Cork",28.4
"029 Rathclarin, Co. Cork",33.4
"030 Teadies, Co. Cork",48
"031 Templemartin, Co. Cork",26.2
"032 Ahil, Co. Cork",3.7
"033 Bantry Rural, Co. Cork",33.7
"034 Bantry Urban, Co. Cork",323.8
"035 Douce, Co. Cork",6.1
"036 Durrus East, Co. Cork",16.6
"037 Durrus West, Co. Cork",29
"038 Glanlough, Co. Cork",13.2
"039 Glengarriff, Co. Cork",24.1
"040 Kealkill, Co. Cork",19.4
"041 Kilcaskan, Co. Cork",11.5
"042 Mealagh, Co. Cork",12.9
"043 Scart, Co. Cork",14.5
"044 Seefin, Co. Cork",14.6
"045 Sheepshead, Co. Cork",7.1
"046 Whiddy, Co. Cork",4.3
"047 Adrigole, Co. Cork",7.3
"048 Bear, Co. Cork",9.2
"049 Coulagh, Co. Cork",13
"050 Curryglass, Co. Cork",11.8
"051 Kilcatherine, Co. Cork",13.4
"052 Killaconenagh, Co. Cork",34.2
"053 Kilnamanagh, Co. Cork",9.3
"054 Abbeymahon, Co. Cork",34.7
"055 Ardfield, Co. Cork",41.7
"056 Argideen, Co. Cork",22.5
"057 Butlerstown, Co. Cork",23.7
"058 Cahermore, Co. Cork",19.7
"059 Castleventry, Co. Cork",22.4
"060 Clonakilty Rural, Co. Cork",73.6
"061 Coolcraheen, Co. Cork",40.1
"062 Courtmacsherry, Co. Cork",93.2
"063 Derry, Co. Cork",31.9
"064 Kilkerranmore, Co. Cork",34.2
"065 Kilmaloda East, Co. Cork",25
"066 Kilmaloda West, Co. Cork",18.6
"067 Kilmoylerane, Co. Cork",22
"068 Kilnagross, Co. Cork",36.7
"069 Knocks, Co. Cork",26
"070 Rathbarry, Co. Cork",29.6
"071 Rosscarbery, Co. Cork",99.5
"072 Rossmore, Co. Cork",25.5
"073 Templeomalus, Co. Cork",43.1
"074 Timoleague, Co. Cork",63.7
"075 Ballincollig, Co. Cork",594.7
"076 Ballygarvan, Co. Cork",102.4
"077 Ballynaglogh, Co. Cork",27
"078 Bishopstown (Part Rural), Co. Cork",269.8
"079 Blackpool, Co. Cork",33
"080 Blarney, Co. Cork",243.5
"081 Caherlag, Co. Cork",273.2
"082 Carrigaline, Co. Cork",476.1
"083 Carrignavar, Co. Cork",37.3
"084 Carrigrohane Beg, Co. Cork",66.7
"085 Cobh Rural, Co. Cork",312.9
"086 Douglas, Co. Cork",759.7
"087 Dripsey, Co. Cork",59.1
"088 Dunderrow, Co. Cork",78.6
"089 Firmount, Co. Cork",34.1
"090 Glenville, Co. Cork",32.8
"091 Greenfort, Co. Cork",38.9
"092 Inishkenny, Co. Cork",318.7
"093 Killeagh, Co. Cork",30.4
"094 Knockantota, Co. Cork",56
"095 Knockraha, Co. Cork",59.9
"096 Lehenagh, Co. Cork",784.6
"097 Matehy, Co. Cork",109.5
"098 Monkstown Rural, Co. Cork",150.5
"099 Monkstown Urban, Co. Cork",1302
"100 Ovens, Co. Cork",147.7
"101 Rathcooney (Part Rural), Co. Cork",275
"102 Riverstown, Co. Cork",157.5
"103 St. Mary's (Part Rural), Co. Cork",293.2
"104 Whitechurch, Co. Cork",100.2
"105 Aultagh, Co. Cork",14.8
"106 Ballingurteen, Co. Cork",29.2
"107 Ballymoney, Co. Cork",34.1
"108 B�al �tha an Ghaorthaidh, Co. Cork",5.2
"109 Bealock, Co. Cork",10.5
"110 Carrigboy, Co. Cork",16.7
"111 Castletown, Co. Cork",24.5
"112 Coolmountain, Co. Cork",12
"113 Drinagh, Co. Cork",16.3
"114 Dunmanway North, Co. Cork",47.6
"115 Dunmanway South, Co. Cork",75.4
"116 Garrown, Co. Cork",7
"117 Kinneigh, Co. Cork",19.8
"118 Manch, Co. Cork",23.7
"119 Milane, Co. Cork",7.7
"120 Teerelton, Co. Cork",21.2
"121 Aghern, Co. Cork",15.8
"122 Ballyhooly, Co. Cork",40.1
"123 Ballynoe, Co. Cork",20.2
"124 Carrig, Co. Cork",8.9
"125 Castlecooke, Co. Cork",14.2
"126 Castle Hyde, Co. Cork",41.3
"127 Castlelyons, Co. Cork",49.2
"128 Castletownroche, Co. Cork",37.1
"129 Coole, Co. Cork",36.6
"130 Curraglass, Co. Cork",16.2
"131 Fermoy Rural, Co. Cork",235.9
"132 Glanworth East, Co. Cork",19.5
"133 Glanworth West, Co. Cork",57
"134 Gortnaskehy, Co. Cork",15.2
"135 Gortroe, Co. Cork",25.8
"136 Kilcor, Co. Cork",15.6
"137 Kilcummer, Co. Cork",11
"138 Kildinan, Co. Cork",14.4
"139 Killathy, Co. Cork",16.9
"140 Kilworth, Co. Cork",49.4
"141 Knockmourne, Co. Cork",35.4
"142 Leitrim, Co. Cork",20.9
"143 Rathcormack, Co. Cork",83.6
"144 Watergrasshill, Co. Cork",47.8
"145 Allow, Co. Cork",19.1
"146 Ballyhoolahan, Co. Cork",17.1
"147 Banteer, Co. Cork",33.6
"148 Barleyhill, Co. Cork",13.9
"149 Barnacurra, Co. Cork",12.4
"150 Bawncross, Co. Cork",15
"151 Boherboy, Co. Cork",27.9
"152 Castlecor, Co. Cork",24.2
"153 Castlemagner, Co. Cork",33.7
"154 Clonfert East, Co. Cork",9.2
"155 Clonfert West, Co. Cork",5.5
"156 Clonmeen, Co. Cork",20.7
"157 Coolclogh, Co. Cork",21.7
"158 Dromina, Co. Cork",30.9
"159 Glenlara, Co. Cork",13.9
"160 Gortmore, Co. Cork",32.8
"161 Greenane, Co. Cork",63.7
"162 Kanturk, Co. Cork",93.5
"163 Kilbrin, Co. Cork",18.2
"164 Kilmeen, Co. Cork",16.6
"165 Knockatooan, Co. Cork",7.5
"166 Knocktemple, Co. Cork",22.4
"167 Meens, Co. Cork",16.8
"168 Milford, Co. Cork",30.2
"169 Nad, Co. Cork",4.9
"170 Newmarket, Co. Cork",54.3
"171 Newtown, Co. Cork",35.7
"172 Roskeen, Co. Cork",24.3
"173 Rosnalee, Co. Cork",23.6
"174 Rowls, Co. Cork",5.4
"175 Tincoora, Co. Cork",27
"176 Tullylease, Co. Cork",17
"177 Williamstown, Co. Cork",24.4
"178 Ballinspittle, Co. Cork",46.6
"179 Ballyfeard, Co. Cork",26.7
"180 Ballyfoyle, Co. Cork",27
"181 Ballymackean, Co. Cork",32.6
"182 Ballymartle, Co. Cork",46.8
"183 Carrigaline, Co. Cork",162.6
"184 Coolmain, Co. Cork",24
"185 Cullen, Co. Cork",45.7
"186 Farranbrien, Co. Cork",33.9
"187 Kilmonoge, Co. Cork",80
"188 Kilpatrick, Co. Cork",41.2
"189 Kinsale Rural, Co. Cork",98.7
"190 Kinure, Co. Cork",34.4
"191 Laherne, Co. Cork",55.9
"192 Leighmoney, Co. Cork",39.7
"193 Liscleary, Co. Cork",228.4
"194 Nohaval, Co. Cork",35.3
"195 Templebreedy, Co. Cork",293.1
"196 Templemichael, Co. Cork",36.3
"197 Aghinagh, Co. Cork",25.3
"198 Aglish, Co. Cork",61.9
"199 B�al �tha an Ghaorthaidh (Bealanageary), Co. Cork",16.2
"200 Ceann Droma, Co. Cork",21
"201 Cannaway, Co. Cork",29.1
"202 Claonr�th, Co. Cork",8.2
"203 Clondrohid, Co. Cork",19.1
"204 Clonmoyle, Co. Cork",34.7
"205 Doire Fh�n�n, Co. Cork",13
"206 Gort na Tiobratan, Co. Cork",11.3
"207 Gowlane, Co. Cork",33.4
"208 Greenville, Co. Cork",16.5
"209 Inchigeelagh, Co. Cork",21.4
"210 Kilberrihert, Co. Cork",14
"211 Kilcullen, Co. Cork",24.6
"212 Cill na Martra, Co. Cork",24.8
"213 Macloneigh, Co. Cork",32
"214 Magourney, Co. Cork",50.7
"215 Mashanaglass, Co. Cork",31.9
"216 Mountrivers, Co. Cork",19.6
"217 Rahalisk, Co. Cork",12.3
"218 An Sliabh Riabhach, Co. Cork",18.2
"219 Na hUl�in, Co. Cork",19.1
"220 Warrenscourt, Co. Cork",29.5
"221 Ardskeagh, Co. Cork",22.2
"222 Ballyclogh, Co. Cork",26.9
"223 Ballynamona, Co. Cork",24.2
"224 Buttevant, Co. Cork",50.9
"225 Caherduggan, Co. Cork",38.5
"226 Carrig, Co. Cork",19.9
"227 Churchtown, Co. Cork",29.6
"228 Clenor, Co. Cork",16.7
"229 Doneraile, Co. Cork",57.3
"230 Dromore, Co. Cork",50.4
"231 Imphrick, Co. Cork",14.5
"232 Kilmaclenine, Co. Cork",30.3
"233 Kilshannig, Co. Cork",18.9
"234 Liscarroll, Co. Cork",31.3
"235 Mallow Rural, Co. Cork",141.1
"236 Milltown, Co. Cork",19.3
"237 Monanimy, Co. Cork",23
"238 Rahan, Co. Cork",22.9
"239 Rathluirc, Co. Cork",228.3
"240 Shanballymore, Co. Cork",28.8
"241 Skahanagh, Co. Cork",6.9
"242 Springfort, Co. Cork",30.2
"243 Streamhill, Co. Cork",5.1
"244 Templemary, Co. Cork",17.9
"245 Wallstown, Co. Cork",16.7
"246 Ballintemple, Co. Cork",27.3
"247 Ballycottin, Co. Cork",97.2
"248 Ballyspillane, Co. Cork",26.5
"249 Carrigtohill, Co. Cork",160.3
"250 Castlemartyr, Co. Cork",45.2
"251 Clonmult, Co. Cork",15.8
"252 Cloyne, Co. Cork",146.1
"253 Corkbeg, Co. Cork",140.1
"254 Dangan, Co. Cork",20
"255 Dungourney, Co. Cork",32.3
"256 Garryvoe, Co. Cork",40.2
"257 Ightermurragh, Co. Cork",93.1
"258 Inch, Co. Cork",23.6
"259 Lisgoold, Co. Cork",34.8
"260 Midleton Rural, Co. Cork",251.6
"261 Mogeely, Co. Cork",38.9
"262 Rostellan, Co. Cork",76
"263 Templebodan, Co. Cork",21.1
"264 Templenacarriga, Co. Cork",23
"265 Caherbarnagh, Co. Cork",10.8
"266 Coomlogane, Co. Cork",18.7
"267 Crinnaloo, Co. Cork",10.1
"268 Cullen, Co. Cork",24.5
"269 Derragh, Co. Cork",18.1
"270 Doonasleen, Co. Cork",25.1
"271 Drishane, Co. Cork",61.9
"272 Keale, Co. Cork",17.7
"273 Kilcorney, Co. Cork",15.8
"274 Knocknagree, Co. Cork",23.1
"275 Rathcool, Co. Cork",31.4
"276 Skagh, Co. Cork",18.3
"277 Ballyarthur, Co. Cork",22
"278 Derryvillane, Co. Cork",21.2
"279 Farahy, Co. Cork",25.3
"280 Kildorrery, Co. Cork",41.7
"281 Kilgullane, Co. Cork",16
"282 Kilphelan, Co. Cork",24.6
"283 Marshalstown, Co. Cork",29.9
"284 Mitchelstown, Co. Cork",84
"285 Templemolaga, Co. Cork",17.3
"286 Aghadown North, Co. Cork",22.9
"287 Aghadown South, Co. Cork",27.7
"288 Bredagh, Co. Cork",32.8
"289 Caheragh, Co. Cork",12.8
"290 Cl�ire, Co. Cork",20.4
"291 Carrigbaun, Co. Cork",16.8
"292 Castlehaven North, Co. Cork",30.8
"293 Castlehaven South, Co. Cork",26.5
"294 Cloghdonnell, Co. Cork",15.3
"295 Cloonkeen, Co. Cork",18.7
"296 Drinagh, Co. Cork",20.5
"297 Dromdaleague North, Co. Cork",12
"298 Dromdaleague South, Co. Cork",31.2
"299 Garranes, Co. Cork",16.6
"300 Gortnascreeny, Co. Cork",18.3
"301 Kilfaughnabeg, Co. Cork",45.1
"302 Killeenleagh, Co. Cork",21.4
"303 Knockskagh, Co. Cork",27.5
"304 Myross, Co. Cork",51.8
"305 Shreelane, Co. Cork",19.9
"306 Skibbereen Rural, Co. Cork",40.7
"307 Tullagh, Co. Cork",42.1
"308 Woodfort, Co. Cork",19.9
"309 Ballybane, Co. Cork",10.2
"310 Ballydehob, Co. Cork",29.9
"311 Coolagh, Co. Cork",12
"312 Crookhaven, Co. Cork",9.2
"313 Dunbeacon, Co. Cork",6.9
"314 Dunmanus, Co. Cork",9.9
"315 Goleen, Co. Cork",12.9
"316 Kilcoe, Co. Cork",16.9
"317 Lowertown, Co. Cork",18.7
"318 Skull, Co. Cork",61.9
"319 Toormore, Co. Cork",11.9
"320 Ardagh, Co. Cork",21
"321 Clonpriest, Co. Cork",37.9
"322 Kilcronat, Co. Cork",8.7
"323 Killeagh, Co. Cork",65.5
"324 Kilmacdonogh, Co. Cork",39.1
"325 Youghal Rural (Part Rural), Co. Cork",81.6
"001 Killarney Urban, Co. Kerry",1467.7
"002 Listowel Urban, Co. Kerry",673
"003 Tralee Urban, Co. Kerry",2163.9
"004 Na Beathacha, Co. Kerry",5.1
"005 Baile an Sceilg, Co. Kerry",12.8
"006 An Baile Breac, Co. Kerry",2.9
"007 Caher, Co. Kerry",41.4
"008 Cathair D�nall, Co. Kerry",14.7
"009 Ceann�igh, Co. Kerry",4.4
"010 Castlequin, Co. Kerry",10.9
"011 Cloon, Co. Kerry",2.2
"012 Curraghbeg, Co. Kerry",4.9
"013 Doire Fh�on�in, Co. Kerry",6.3
"014 Doire Ianna, Co. Kerry",2.1
"015 An tImleach, Co. Kerry",24.5
"016 Glanbehy, Co. Kerry",18
"017 Killinane, Co. Kerry",5
"018 Lickeen, Co. Kerry",2.9
"019 Loch Lu�och, Co. Kerry",14.6
"020 M�istir Gaoithe, Co. Kerry",2.3
"021 Maum, Co. Kerry",6.6
"022 Portmagee, Co. Kerry",24.7
"023 Toghroinn Fh�on�in, Co. Kerry",11.2
"024 Teeranearagh, Co. Kerry",10.7
"025 Valencia, Co. Kerry",25
"026 Ballinvoher, Co. Kerry",23
"027 An Baile Dubh, Co. Kerry",3.5
"028 Ballynacourty, Co. Kerry",12.9
"029 C� Bhr�anainn, Co. Kerry",6.6
"030 Castlegregory, Co. Kerry",42.1
"031 An Cloch�n, Co. Kerry",6.8
"032 Deelis, Co. Kerry",10.6
"033 An Daingean, Co. Kerry",769.4
"034 D�n Chaoin, Co. Kerry",9.7
"035 D�n Urlann, Co. Kerry",24
"036 Na Gleannta, Co. Kerry",29.8
"037 Inch, Co. Kerry",6.8
"038 Cill Maoilch�adair, Co. Kerry",24
"039 Cill Chu�in, Co. Kerry",10.9
"040 Cinn Aird, Co. Kerry",12.1
"041 Lack, Co. Kerry",11.8
"042 M�rthain, Co. Kerry",18.5
"043 An Mhin Aird, Co. Kerry",15
"044 An Sr�idbhaile, Co. Kerry",13.1
"045 Ceann Tr�, Co. Kerry",17.5
"046 Ardea, Co. Kerry",5.4
"047 Banawn, Co. Kerry",3.4
"048 Cappagh, Co. Kerry",10.3
"049 Castlecove, Co. Kerry",4.7
"050 Dawros, Co. Kerry",11.5
"051 Dromore, Co. Kerry",13.5
"052 Glanlee, Co. Kerry",2.8
"053 Glanlough, Co. Kerry",3.3
"054 Glanmore, Co. Kerry",3.2
"055 Greenane, Co. Kerry",7.7
"056 Kenmare, Co. Kerry",58
"057 Kilgarvan, Co. Kerry",9.9
"058 Loughbrin, Co. Kerry",2.4
"059 Reen, Co. Kerry",7.4
"060 Sneem, Co. Kerry",12.1
"061 Tahilla, Co. Kerry",4.3
"062 Aghadoe, Co. Kerry",81.6
"063 Aglish, Co. Kerry",49.7
"064 Ballyhar, Co. Kerry",21.2
"065 Brewsterfield, Co. Kerry",27.5
"066 Caragh, Co. Kerry",29.7
"067 Churchtown, Co. Kerry",18.1
"068 Clydagh, Co. Kerry",2
"069 Coolies, Co. Kerry",29.4
"070 Coom, Co. Kerry",28.1
"071 Curraghmore, Co. Kerry",6.3
"072 Currans, Co. Kerry",27.1
"073 Doocarrig, Co. Kerry",17.5
"074 Dromin, Co. Kerry",38.3
"075 Dunloe, Co. Kerry",20.9
"076 Flesk, Co. Kerry",6.9
"077 Headfort, Co. Kerry",41.5
"078 Kilbonane, Co. Kerry",37.6
"079 Kilcummin, Co. Kerry",54.5
"080 Kilfelim, Co. Kerry",21.6
"081 Kilgobnet, Co. Kerry",31.2
"082 Killarney Rural (Part Urban), Co. Kerry",133.2
"083 Killeentierna, Co. Kerry",26.3
"084 Killorglin, Co. Kerry",125.1
"085 Kilnanare, Co. Kerry",27
"086 Knocknahoe, Co. Kerry",19
"087 Lahard, Co. Kerry",41.1
"088 Milltown, Co. Kerry",77.9
"089 Molahiffe, Co. Kerry",44.7
"090 Muckross (Part Urban), Co. Kerry",9
"091 Rathmore, Co. Kerry",46.4
